Date,Time,AP1,AP2,AP3,AP4,AP5,AV1,AV2,AV3,AV4,AV5,BP1,BP2,BP3,BP4,BP5,BV1,BV2,BV3,BV4,BV5
20122018,08:32:22:000000,284.33,284.34,284.35,284.36,284.37,600,1,600,300,200,284.3,284.29,284.28,284.27,284.26,900,1,25,800,300
20122018,08:32:23:000000,284.33,284.34,284.35,284.36,284.37,900,200,1,500,500,284.3,284.29,284.28,284.27,284.26,200,800,500,700,700
20122018,08:32:24:000000,284.32,284.33,284.34,284.35,284.36,600,1,100,1,600,284.31,284.3,284.29,284.28,284.27,300,600,1,100,1
20122018,08:32:25:000000,284.33,284.34,284.35,284.36,284.37,400,1,600,600,300,284.3,284.29,284.28,284.27,284.26,1,100,1,100,800
20122018,08:32:26:000000,284.36,284.37,284.38,284.39,284.4,900,1,300,300,300,284.33,284.32,284.31,284.3,284.29,900,1,100,800,300
20122018,08:32:27:000000,284.38,284.39,284.4,284.41,284.42,400,1,300,300,300,284.35,284.34,284.33,284.32,284.31,900,900,700,300,300
20122018,08:32:28:000000,284.36,284.37,284.38,284.39,284.4,1,400,1,600,300,284.33,284.32,284.31,284.3,284.29,1,100,1,100,300
20122018,08:32:29:000000,284.37,284.38,284.39,284.4,284.41,1,300,1,600,600,284.35,284.34,284.33,284.32,284.31,100,500,500,300,800
20122018,08:32:30:000000,284.37,284.38,284.39,284.4,284.41,1,800,1,600,600,284.35,284.34,284.33,284.32,284.31,525,1,100,700,800
20122018,08:32:31:000000,284.37,284.38,284.39,284.4,284.41,1,400,1,600,600,284.34,284.33,284.32,284.31,284.3,900,1,100,300,800
20122018,08:32:32:000000,284.35,284.36,284.37,284.38,284.39,900,1,100,1,600,284.33,284.32,284.31,284.3,284.29,100,900,1,100,300
20122018,08:32:33:000000,284.31,284.32,284.33,284.34,284.35,100,1,300,1,800,284.29,284.28,284.27,284.26,284.25,500,1,100,800,800
20122018,08:32:34:000000,284.34,284.35,284.36,284.37,284.38,100,1,600,600,600,284.31,284.3,284.29,284.28,284.27,200,1,100,1,100
20122018,08:32:35:000000,284.37,284.38,284.39,284.4,284.41,400,100,1,300,300,284.34,284.33,284.32,284.31,284.3,1,100,1,100,300
20122018,08:32:36:000000,284.39,284.4,284.41,284.42,284.43,400,1,300,300,300,284.37,284.36,284.35,284.34,284.33,300,1,100,1,100
20122018,08:32:37:000000,284.42,284.43,284.44,284.45,284.46,1,900,300,300,300,284.39,284.38,284.37,284.36,284.35,300,1,100,1,100
20122018,08:32:38:000000,284.42,284.43,284.44,284.45,284.46,300,1,300,300,300,284.4,284.39,284.38,284.37,284.36,100,500,1,100,300
20122018,08:32:39:000000,284.4,284.41,284.42,284.43,284.44,1,900,600,300,300,284.37,284.36,284.35,284.34,284.33,200,1,100,1,100
20122018,08:32:40:000000,284.34,284.35,284.36,284.37,284.38,1,800,1,600,600,284.31,284.3,284.29,284.28,284.27,1,100,1,100,300
20122018,08:32:41:000000,284.31,284.32,284.33,284.34,284.35,900,200,1,800,300,284.28,284.27,284.26,284.25,284.24,900,1,100,800,300
20122018,08:32:42:000000,284.3,284.31,284.32,284.33,284.34,400,900,700,800,800,284.27,284.26,284.25,284.24,284.23,800,1,500,800,300
20122018,08:32:43:000000,284.3,284.31,284.32,284.33,284.34,1,800,100,1,300,284.27,284.26,284.25,284.24,284.23,100,800,1,100,300
20122018,08:32:44:000000,284.3,284.31,284.32,284.33,284.34,1,100,1,600,300,284.28,284.27,284.26,284.25,284.24,100,1,100,1,100
20122018,08:32:45:000000,284.27,284.28,284.29,284.3,284.31,1,100,1,500,300,284.24,284.23,284.22,284.21,284.2,500,900,300,800,300
20122018,08:32:46:000000,284.25,284.26,284.27,284.28,284.29,1,100,1,300,400,284.23,284.22,284.21,284.2,284.19,100,400,1,100,800
20122018,08:32:47:000000,284.22,284.23,284.24,284.25,284.26,1,325,1,800,300,284.19,284.18,284.17,284.16,284.15,100,900,1,100,300
20122018,08:32:48:000000,284.21,284.22,284.23,284.24,284.25,100,1,800,300,600,284.18,284.17,284.16,284.15,284.14,500,1,100,1,300
20122018,08:32:49:000000,284.19,284.2,284.21,284.22,284.23,1,300,1,800,200,284.16,284.15,284.14,284.13,284.12,200,900,1,100,300
20122018,08:32:50:000000,284.23,284.24,284.25,284.26,284.27,100,1,800,600,500,284.2,284.19,284.18,284.17,284.16,500,1,100,800,800
20122018,08:32:51:000000,284.18,284.19,284.2,284.21,284.22,500,1,100,1,600,284.15,284.14,284.13,284.12,284.11,900,1,100,800,300
20122018,08:32:52:000000,284.17,284.18,284.19,284.2,284.21,1,100,1,400,500,284.14,284.13,284.12,284.11,284.1,700,1,100,600,800
20122018,08:32:53:000000,284.15,284.16,284.17,284.18,284.19,100,1,900,800,600,284.12,284.11,284.1,284.09,284.08,200,900,1,600,300
20122018,08:32:54:000000,284.19,284.2,284.21,284.22,284.23,100,1,500,600,300,284.16,284.15,284.14,284.13,284.12,525,1,100,800,400
20122018,08:32:55:000000,284.16,284.17,284.18,284.19,284.2,400,900,800,800,600,284.13,284.12,284.11,284.1,284.09,900,1,100,800,300
20122018,08:32:56:000000,284.19,284.2,284.21,284.22,284.23,500,1,700,600,300,284.17,284.16,284.15,284.14,284.13,200,1,100,1,100
20122018,08:32:57:000000,284.19,284.2,284.21,284.22,284.23,100,1,300,1,600,284.17,284.16,284.15,284.14,284.13,400,1,100,800,800
20122018,08:32:58:000000,284.19,284.2,284.21,284.22,284.23,1,500,1,800,600,284.17,284.16,284.15,284.14,284.13,100,1,100,1,100
20122018,08:32:59:000000,284.21,284.22,284.23,284.24,284.25,100,1,800,300,200,284.18,284.17,284.16,284.15,284.14,600,900,1,500,800
20122018,08:33:00:000000,284.2,284.21,284.22,284.23,284.24,1,100,1,800,600,284.18,284.17,284.16,284.15,284.14,100,500,1,100,1
20122018,08:33:01:000000,284.17,284.18,284.19,284.2,284.21,600,1,100,1,300,284.14,284.13,284.12,284.11,284.1,1,100,600,800,300
20122018,08:33:02:000000,284.18,284.19,284.2,284.21,284.22,1,600,1,800,400,284.15,284.14,284.13,284.12,284.11,200,1,100,1,100
20122018,08:33:03:000000,284.16,284.17,284.18,284.19,284.2,25,1,700,800,800,284.14,284.13,284.12,284.11,284.1,100,1,100,1,600
20122018,08:33:04:000000,284.19,284.2,284.21,284.22,284.23,1,500,1,300,300,284.17,284.16,284.15,284.14,284.13,200,1,100,1,100
20122018,08:33:05:000000,284.19,284.2,284.21,284.22,284.23,1,800,1,600,300,284.16,284.15,284.14,284.13,284.12,1,100,1,100,800
20122018,08:33:06:000000,284.13,284.14,284.15,284.16,284.17,11,1,700,800,800,284.11,284.1,284.09,284.08,284.07,100,1,100,600,800
